1	 81992.7 
2	 161000 
3	 238091 
4	 313839 
5	 386436 
6	 459017 
7	 530462 
8	 600440 
9	 666970 
10	 742195 
11	 812187 
12	 879523 
13	 948004 
14	 1.0161e+06 
15	 1.0781e+06 
16	 1.14424e+06 
17	 1.16927e+06 
18	 1.19114e+06 
19	 1.21287e+06 
20	 1.23096e+06 
21	 1.25289e+06 
22	 1.26736e+06 
23	 1.28952e+06 
24	 1.30961e+06 
25	 1.33202e+06 
26	 1.35033e+06 
27	 1.37491e+06 
28	 1.39562e+06 
29	 1.41051e+06 
30	 1.43035e+06 
31	 1.45273e+06 
